review,content_related,author,quality_and_appearance,manufacture_and_distribution,packaging_and_delivery,price_and_preference,customer_service,overall_experience
Sách bọc ngoài kĩ nhưng bọc ni long hơi sơ_sài nhìn_chung là hài_lòng sách mới nguyên Tác_giả Phan_Văn_Trường thì không cần bàn về kinh_nghiệm từng_trải trên nhiều thương_trường và là người việt nên lời_văn gần_gũi dễ hiểu hơn so với đọc các bản dịch,0,1,1,0,2,0,0,1
Đây là một quyển sách rất đáng đọc nếu bạn là học_sinh đắn_đo chọn môn_học hay chọn trường nếu bạn là một sinh_viên mới ra trường khó_khăn trong việc tìm nơi làm_việc hay khi bạn quyết_định có nên kết_hôn hay không Vì suy cho cùng cuộc_sống chỉ là một chuỗi những lựa_chọn được lắp_ghép với nhau thông_qua thái_độ khi ta chọn thêm giao sách nhanh và thân thiên Cảm,0,0,0,0,1,0,0,1
Sách rất hay kết cuốn sách cũng chính là lời dặn của tác_giả để độc_giả nhưng người còn loay_hoay chưa tìm thấy hướng đi bản_thân mình,1,0,0,0,0,0,0,0
Sách mới chữ dạng chữ hơi lạ nhưng_mà vẫn ổn mép bìa hơi quăn tí nhưng_mà tổng_thể ổn_đáng tiền nên mua,0,0,2,0,0,1,0,1
Mình rất tâm_đắc với quyển sách này Đọc sách như tìm thấy được một người thầy lớn Mình đọc bản rồi thấy ưng_ý quá nên mua sách về đọc lại và giới_thiệu cho những người yêu sách xung_quanh mình đọc Rất nhiều điều bổ_ích,1,0,0,0,0,0,0,1
Tác_phẩm của Thầy Trường đọng lại cho mình nhiều điều Trách_nhiệm bảo thân gia_đình hay lớn hơn là đất_nước dân_tộc Đây là tác_phẩm được viết bằng trãi nghiệm thật những bài_học đắt_giá đúc_kết từ cuộc_đời Thầy để mình học hiểu và suy_ngẫm,1,0,0,0,0,0,0,0
Sách hay giao hàng nhanh nhà_sách đóng_gói kỹ bọc bao chống sốc rất tốt đây là lần mua sách được đóng_gói tốt nhất từ trước đến nay mình mua,1,0,0,0,1,0,0,0
mình đã đọc được hơn trăm trang lúc tết voi cùng hay và ý_nghĩa,1,0,0,0,0,0,0,0
Sách của bác Trường rất hay Vì nó được viết bởi một người đã nếm đủ chua_cay mặn ngọt của cuộc_đời đã đi lên từ khốn_cùng và khẳng_định tên_tuổi khắp năm châu nên không có chỗ cho sự ngập_ngừng không chắc_chắn Câu từ rất đanh_thép rất thấm và có_thể truyền lại sự tự_tin cho thế_hệ trẻ Vấn_đề không phải bạn chọn con đường nào mà là tâm_thế và cách_thức bạn đi con đường đã chọn đó mới quyết_định thành_bại Cứ phấn_đấu vì giá_trị thực đem lại cho xã_hội đi theo lương_tri đi đúng với tốc_độ của bạn bạn rồi sẽ có được sự thành_công công_nhận thôi Có_lẽ sẽ ít ai trong chúng_ta chủ_động chọn 1 con đường để đi vì theo như tác_giả sẽ đến lúc linh_tính đẩy chúng_ta đến những con đường đó và thực_ra lựa_chọn của chúng_ta chỉ là có nghe theo nó hay không Một cuốn sách đúc_kết những bài_học trải_nghiệm và lời khuyên rất tâm_huyết cho giới trẻ nên cực_kì hữu_ích đáng đọc,1,1,0,0,0,0,0,1
Sách đẹp vận_chuyển nhanh Nội_dung cần phải đọc đã nhưng chắc là hay vì 2 cuốn trong bộ này của tác_giả đọc rất thực_tiễn gần_gũi,1,1,1,0,1,0,0,0
Một quyển sách rất đáng để đọc dù bạn ở độ tuổi nào sinh_viên mới vào trường hay người đã đi làm Nhiều người cứ nghĩ là những sách trăm quyển như một nhưng_mà bạn có đọc trăm quyển bạn mới lọc ra được một_vài quyển đắt_giá như_vầy Bác Phan_Văn_Trường là một người có rất nhiều trải_nghiệm sống thành_ra lời khuyên bác viết ra nghiêng về dẫn_dắt cho mình tự nghiệm hơn là bảo mình phải làm gì Nhìn_chung với mình thì đọc quyển sách này như nghe một người_lớn có tâm giảng_giải nên chọn bước_đi kế_tiếp như_thế_nào sống làm_sao đối_đãi với mọi người thế_nào,1,0,0,0,0,0,0,1
nội_dung tạm hơi dài_dòng,2,0,0,0,0,0,0,0
Sách rất đẹp nội_dung thì mình mới đọc sơ qua thì thấy từ_vựng chia theo chủ_đề và mỗi trang sẽ là sơ_đồ tư_duy của 1 cái mảng nào trong chủ_đề đó cũng rất hay có_thể phù_hợp cho các bạn từ cấp 2 trở lên nha phía dưới sơ_đồ tư_duy sẽ là một_vài ví_dụ đặt câu với các từ ở trên nhìn_chung chủ_đề cũng rất nhưng_mà có rất là nhiều từ mình không nghĩ đến và không biết tới,1,0,0,0,0,0,0,0
lúc trước chỉ mua quyển về học thấy không hiệu_quả lắm nên mua nốt quyển này cho đủ bộ Không phải cứ mua 2 quyển này là học được đâu phải cố_gắng chứ sách cũng chỉ là cái nền_tảng thôi Hãy cố lên nếu bạn giỏi Tiếng Anh Thân_ái,0,0,0,0,0,0,0,3
Nhìn_chung dịch_vụ lẹ Tốt_Giá cả hợp_lý Đóng_gói chưa kĩ hay nhiều lớp nhưng_mà rất uy_tín Sách không hề bị méo_mó trầy méo mẻ góc viền Lần sau lại ủng_hộ tiếp ạ mãi đỉnh,0,0,1,0,2,1,1,1
Học từ_vựng theo chuyên_đề là cách hiệu_quả tối_ưu được việc học Tiếng Anh nói_riêng và các ngôn_ngữ khác nói_chung Quyển sách này đi theo lối đó Sách không quá dày nội_dung thô_sơ phù_hợp với bạn mới tiếp_xúc với Tiếng Anh nói_trắng_ra là số 0 tròn_vo Giá hơi đắt so với mặt_bằng chung của sách,3,0,3,0,0,2,0,0
Sản_phẩm tốt giao nhanh chất giấy tốt hình_ảnh rõ nét chủ_đề đa_dạng đóng_gói cẩn_thận không bị mất dạng chữ đâu nha nên mua ạ,1,0,1,0,1,0,0,1
sách xịn xò lắm ạ đóng_gói cẩn_thận trông thích lắm luôn em mua năm cuốn khác nhau Của cửa_hàng luôn mà nhớ có hai cuốn được tặng thêm sách thích lắm ạ anh người giao hàng giao hàng trông vui_tính dễ_thương cực sẽ ủng hộp cửa_hàng tiếp mọi người có mua sách của cửa_hàng thì yên_tâm nhé,0,0,1,1,1,0,0,1
mình đặt sách cả tháng mới giao chắc do dịch_bệnh Tuy_nhiên mình hài_lòng với sách Từ_vựng chia theo chủ_đề mỗi chủ_đề lại được chia nhỏ thêm rất dễ học và ghi_nhớ,1,0,0,0,2,0,0,1
Hình_thức sản_phẩm được giao đúng thời_hạn và bảo_quản tốt Nhưng có_thể nhiều bạn mua sẽ không được áp_dụng trên sách giống mình mình cũng không biết tại_sao Nội_dung cho những bạn thực_sự muốn học từ_vựng Hình_ảnh sơ_đồ tư_duy có hệ_thống có_thể luyện nghe bất_cứ đâu trong còn có tặng một thông_dụng nữa Rảnh rảnh nhìn lướt lại mà không cần phải cực_nhọc ôn_tập khó nhớ mà_còn đa_dạng chủ_đề Khuyết_điểm đó là ví_dụ theo mình còn hơi ít và sơ_đồ mà có ảnh nhiều có ảnh ít,2,0,0,0,1,0,0,0
giao hàng siêu nhanh sách rất đẹp ứng_dụng sơ_đồ tư_duy vào để giúp_việc học thuộc từ vừng tốt hơn Giúp dễ nhớ nhớ nhanh hơn nhớ lâu So tốt,1,0,1,0,1,0,0,1
Lúc đầu mình nghĩ chắc không cần_thiết đâu mà lúc mua về lại thấy rất hữu_ích luôn giấy đẹp màu nhìn sinh_động lại được vẽ theo chủ_đề rất thú_vị nha nên mua mọi người,0,0,1,0,0,0,0,1
sản_phẩm rất OK đóng_gói hơi cẩu_thả tí nhưng may sách vẫn OK giá sách trên thì khỏi phải bàn rất rẻ,0,0,1,0,2,1,0,1
Đẹp nhắm,0,0,1,0,0,0,0,0
Đẹp ok,0,0,1,0,0,0,0,1
Chất_lượng sách của Kim_Đồng thì lúc_nào cũng chuẩn Một tựa sách rất hay đẫm nước_mắt về một thời_kỳ gian_khó của đất_nước khi thực_dân Pháp tái_chiếm nước ta với những anh_hùng nhỏ_tuổi Sách giao nhanh Tuy_vậy có chút không hài_lòng về việc đóng_gói dễ ảnh_hưởng đến chất_lượng sản_phẩm bên trong,1,0,0,1,2,0,0,0
Về dịch_vụ Mình đặt_hàng vào Thứ 3 tuần này Vì đặt theo gói giao hàng tiết_kiệm nên dù không giao ngay hôm sau nhưng đối_với mình vẫn siêu nhanh Anh người giao hàng thì nói_chuyện siêu đáng yêu và thân_thiện mình bị lỡ 1 cuộc_gọi nhỡ nhưng anh vẫn rất thoải_mái luôn Về hình_thức Sách giao đến được bọc trong gói nhựa đựng trong hộp giấy rất cứng_cáp và không bị méo_mó gì nhiều Bìa sách xinh in rõ sách cầm rất sướng tay Màu giấy sách vàng ngà nên đọc rất thích mắt cộng thêm nội_dung sách cực hay nên mình có_thể cầm đọc hàng giờ liền mà không sợ lên độ Rất cảm_ơn vì sản_phẩm lần này mình siêu hài_lòng luôn,1,0,1,0,1,0,0,1
Giao hàng nhanh thiệt sự Tuy_nhiên chỉ để sách không có bọc rồi để trong hộp to nên bị sóc nên gáy sách hơi bị rách xí Lần đầu mình mua với giảm_giá nên cũng không sao,0,0,2,0,2,1,0,0
Nên mua cho các bạn nhỏ để những bạn ấy biết được cha_ông ta đã sống một cuộc_đời như_thế_nào Là một cuốn sách hay,1,0,0,0,0,0,0,1
tròi oi sao tập 2 còn trong bao kính mà tập 1 thì không có dạ nhìn hơi ngả vàng hơn tập 2 nữa,0,0,2,0,0,0,0,0
Sách đẹp Nội_dung rất hay và cảm_động,1,0,1,0,0,0,0,0
Tuyệt_vời Đọc xong tập 1 phải qua tập 2 liền vì siêu cuốn và siêu hay luôn ấy nên mua lắm nha,1,0,0,0,0,0,0,1
Bìa khá đẹp sách hay giao hàng nhanh,1,0,1,0,1,0,0,0
Giao đúng hẹn Giọng văn khá thú_vị nhưng đối_với mình thì nội_dung hơi khô_khan Trải_nghiệm càng nhiều thì mình nghĩ sẽ thích,2,1,0,0,1,0,0,0
Nội_dung hay tuyệt_vời giá tốt,1,0,0,0,0,1,0,0
Lần đầu_tiên mua trên quả_thực rất bất_ngờ sách mới_tinh đẹp giao hàng rất đúng ngày,0,0,1,0,1,0,0,0
Nội_dung ban_đầu đọc hơi rườm_rà tuy_nhiên vào_cuộc kháng_chiến và sự hy_sinh của các chiến_sĩ Vệ_Quốc_Đoàn mình bất_giác rơi nước_mắt Nên đọc thêm Tập 2 để cảm_nhận được trọn_vẹn,3,0,0,0,0,0,0,1
Mình mua sách nhân_dịp kỉ_niệm 47 năm phát_hành sách của Mới đặt hôm_qua hôm_nay anh người giao hàng giao rồi quá nhanh luôn ạ hí hí Cây cũng dễ ra màu không biết xài mau khô không Sách công_nghệ hướng_dẫn bổ_sung kiến_thức theo chương_trình mới của bộ giáo_dục Cuốn thứ 2 là của thiền_sư đại_đức tại Hàn_Quốc Những bài_học đúc_kết từ cuộc_đời từng_trải sự giác_ngộ giúp ông nhận ra bản_ngã cái tôi để hoàn_thiện hơn bản_thân Không_chỉ của riêng ông mà_còn chia_sẻ đến mọi người giúp_ích cho cuộc_sống Thiền_sư Thích_Nhất_Hạnh từ lâu đã có cách nhận_biết thức_tỉnh nhân_sinh Cách tiếp_cận của ông gần_gũi ngắn_gọn và dễ hiểu dễ đi vào lòng người đặc_biệt là giới trẻ Quan_điểm tiến_bộ của cố đại_sư cởi_mở và chắc sẽ còn sống mãi về sau Trai tây hay trai ta vì đến từ các vùng miền khác nhau cho_nên khác nhau về văn_hoá và có những điểm cuốn_hút riêng bổ_sung cho nhau Tác_giả khi viết đã cho độc_giả thấy vẻ đẹp muôn màu của tình_yêu không mang sự phiến_diện mà_lại rất thực_tế và hóm_hỉnh dí_dỏm nữa,1,1,0,0,1,0,0,0
Chỉ mới đọc xong chương đầu mình đã thấy thế_giới_quan của mình được mở ra rất nhiều Những băn_khoăn lo_lắng trăn_trở cũng vì nội_dung của sách bay đi mất_tiêu đọc sách mình cứ có cảm_giác bản_thân đang đi dạo chốn thảo_nguyên xanh_tươi trải dài vô_tận vậy yên_bình nhẹ_nhàng đến lạ_thường,1,0,0,0,0,0,0,0
Chưa bàn đến sách như nào nhé nhưng_mà mình mua 2 quyển sách cửa_hàng lại đóng_gói cho mình như này mình khó_chịu kinh_khủng ý 2 quyển sách bằng có 1 gang tay thôi thế_mà lại nhét vào cái hộp to gấp đôi Khi mở ra sách nằm xộc_xệch nhìn bực_mình dễ_sợ và y_như mình nghĩ thì sách bị méo 1 xíu phần gáy Cũng có_thể do mình khó_tính nhưng mình vẫn hy_vọng cửa_hàng sẽ chú_ý hơn phần đóng_gói cho vừa_vặn để sách nằm im ít bị móp méo hơn Về phần nội_dung thì quyển Đột_phá tư_duy thương_hiệu mình mua giùm nên không rõ Còn Yêu những điều không hoàn_hảo thì mình chưa đọc nhưng_mà sách nằm trong thì mình nghĩ chắc sẽ không khiến mọi người thất_vọng ngoài_ra mình vẫn gửi cửa_hàng 5 hy_vọng cửa_hàng sẽ lắng_nghe ý_kiến khách_hàng,3,0,2,0,2,0,0,1
Mình thấy chất_lượng sách rất ổn bọc kỹ_càng Quyển sách này siêu và có rất nhiều bài_học cho mình để giác_ngộ Từ đó cuộc_sống mình nhẹ_nhàng và tỉnh thức hơn rất nhiều đặc_biệt là với chính mình và các mối quan_hệ xung_quanh Mình đọc sách lúc gần như khủng_hoảng nhất sau khi đọc mình tự ngộ ra rất nhiều có_lẽ những khoảng thời_gian này làm mình sâu_sắc hơn và đọc mới thấy thấm như_vậy Sau khi đọc xong mình đã đặt sách tặng cho những người mình yêu_thương vào dịp sinh_Nhật và hy_vọng quãng đường sau của họ dù có giông_bão khi mở sách ra sẽ thấy nhẹ hơn,1,0,1,0,1,0,0,0
Cuốn này dành cho người đang buồn hay gặp vấn_đề nào đấy thật_sự thích_hợp đọc Nội_dung chủ_yếu khuyến_khích động_viên người đọc tớ thấy ổn lại có hình minh_hoạ đẹp,3,0,1,0,0,0,0,0
Là 1 quyển sách hay nên đọc Và nếu bạn là người hay buồn và cảm_thấy mình không may_mắn hay thậm_chí trầm_cảm Bạn sẽ bắt_gặp nhiều lần hình_ảnh của mình trong quyển sách Chỉ là nếu nó được in với giấy vàng nhạt thì đọc sẽ dễ_chịu hơn nhưng chắc do màu vàng sẽ không tích_cực như màu trắng Trong sách cũng có nhiều hình_ảnh khá đẹp Và dĩ_nhiên sách thật thì chất_lượng in tốt Các góc_cạnh của sách và bìa còn mới_nguyên,1,0,1,0,0,0,0,1
Cuốn sách này mình tình_cờ đọc qua vài trang trong một lần đi cà_phê Cách hành_văn nhẹ_nhàng dễ đọc Vậy nên mình quyết_định mua để cảm_nhận sâu hơn Đánh_giá 5 sao Sách bọc khá kỹ_lưỡng Chất_liệu giấy tuy không dày nhưng có tác_dụng chống loá Hình_ảnh minh_hoạ đẹp Giá_thành rẻ hơn giá niêm_yết tương_đối Quan_trọng là nội_dung như một triết_lý nhẹ_nhàng dễ đi vào lòng người,1,1,1,0,1,1,0,1
Sách thì không có gì để chê rồi cái không ổn là cách gói hàng của nhé Sách chứ là cái gì đâu mà không có tí giấy xốp hay bọc chống sốc gì luôn Chỉ có cục giấy vo bên trên là hết May_mà sách vẫn ok không sao cả ảo thật,0,0,1,0,2,0,0,1
